"Grupo_Nome","Empresa_Nome","Unidade_Nome","Setor_Nome","Funcao_Nome","Ativo"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Recursos Humanos","Assistente Financeiro e RH - Setor: Recursos Humanos","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Financeiro","Assistente Financeiro e RH - Setor: Financeiro","true"
"Saldanha Contabilidade","TERRITORIAL RODOANEL LTDA","TERRITORIAL RODOANEL LTDA","Geral","Pedreiro","true"
"Consultiva Contabilidade","Sylvia Carriel Gai Monti","Sylvia Carriel Gai Monti","Recepção","Recepcionista","true"
"Consultiva Contabilidade","Sidney de Almeida Junior","Sidney de Almeida Junior","Recepção","Recepcionista","true"
"LILIAN NOBERTO - ICLINIC - INDIVIDUAL ORAL CARE","Lilian Noberto - Iclinic - Individual Oral Care","Lilian Noberto - Iclinic - Individual Oral Care","Administrativo","Secretária","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Analise de Débito","Assistente de Análise de Débito II - Setor: Analise de Débito","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Comunicação e Suporte Administrativo","Coordenador de Projetos","true"
"A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","Oficina","Ajudante Geral","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Supervisora/Supervisor","Supervisor(a) Técnica e Comercial - Setor: Supervisora/Supervisor","true"
"Ana Márcia Pereira Starling Freitas","Ana Marcia Pereira Starling Freitas","Ana Márcia Pereira Starling Freitas","Recepção","Recepcionista","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Assistente Administrativo","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Advogada","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Obra","Coordenadora de Administração Contratual","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Pessoas e Gestão","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Suprimentos PIeno","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Meio Ambiente e Sustentabilidade","Analista Ambiental Sênior","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Analista de Engenharia","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Auxiliar Administrativo","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Especialista de Engenharia","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Suprimentos Sênior","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Gerente de Comunicação","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Comunicação e Suporte Administrativo","Analista de Comunicação","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Auxiliar Administrativo","true"
"Kawa Equipamentos E Acessorios Para Solda Eireli","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","Operacional","Auxiliar de Montador","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Marketing","Assistente de Marketing","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Comunicação III","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Comunicação I","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Marketing","Auxiliar de Markenting - Setor: Marketing","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Análise Comercial","Auxiliar de Análise Comercial - Setor: Análise comercial","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Gerente de Remuneração e Benefícios","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Especialista em Regulatório","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Recebimento","Auxiliar de Expedição II - Setor: Recebimento","true"
"Consultiva Contabilidade","Claudia Verônica Teizen","Claudia Verônica Teizen","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Gerente Jurídico","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Engenharia e Projetos","Inspetor de Campo","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Conferência","Aux. de Expedição - Setor: Conferência","true"
"STUDIO HA COMERCIO E SERVICOS LTDA","STUDIO HA","STUDIO HA","Administração","Gerente Administrativo","true"
"Infomatiq Solucoes Em Tecnologia Eireli","INFOMATIQ SOLUCOES EM TECNOLOGIA EIRELI","INFOMATIQ SOLUCOES EM TECNOLOGIA EIRELI","Atendimento Técnico","Proprietário","true"
"NILSON MINORU KANASHIRO","NILSON MINORU KANASHIRO","NILSON MINORU KANASHIRO","Consultório","Auxiliar de Saúde Bucal","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Obra","Assistente Técnico","true"
"Maria Cecilia Portela","Maria Cecilia Portela","Maria Cecilia Portela","Recepção","Recepcionista","true"
"Consultiva Contabilidade","ROCCO GIUSTO","ROCCO GIUSTO","Recepção","Secretária","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Reposição de estoque","Assistente de Logística - Setor: Reposição de estoque","true"
"Consultiva Contabilidade","Andreia Aparecida Traina","Andreia Aparecida Traina","Administrativo","Auxiliar Administrativo","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Conferência","Assistente de Logística - Setor: Conferência","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Coordenador de Orçamentos","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Supervisor de Laboratório","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Recebimento","Assistente de Logística - Setor: Recebimento","true"
"Consultiva Contabilidade","Denise Sabbagh Haddad","Denise Sabbagh Haddad","Recepção","Recepcionista","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Análise Comercial","Auxiliar de Marketing - Setor: Análise comercial","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Sala Técnica Pleno","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0008-91","Estoque","Estoquista","true"
"ARCEL AR CONDICIONADO LTDA","ARCEL SERVICOS DE AR CONDICIONADO E ELETRICA LTDA","ARCEL SERVICOS DE AR CONDICIONADO E ELETRICA LTDA","Operacional","Eletricista de Manutenção","true"
"Doce Sabor Chocolates LTDA","DOCE SABOR CHOCOLATES LTDA","DOCE SABOR CHOCOLATES LTDA","Loja","Vendedora","true"
"Bem Estar Hospitalar","Bem Estar Hospitalar","Bem Estar Hospitalar","Administrativo","Auxiliar Administrativo","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Operacional","Atendente","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Recrutamento e Seleção Pl.","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Engenheiro de Qualidade","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Assistente de Engenharia","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Engenheira de Administração Contratual","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Recepcionista","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Especialista de Suprimentos","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Comprador Sênior","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Segurança e Qualidade","Técnico de Segurança do Trabalho","true"
"ARCEL AR CONDICIONADO LTDA","ARCEL AR CONDICIONADO LTDA","ARCEL AR CONDICIONADO LTDA","Operacional","Auxiliar Técnico","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Pós-Vendas","Auxiliar de Vendas III - Setor: Pós-vendas","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Especialista em Contratos","true"
